Unit_Code,Start_Date,Year_Quarter,Year,Quarter,Station_ID,Station_Type,Loc_Type,Pool_Group,Loc_Name,Parameter,Units,Depth,Lab,Colocation,QA_Flag,Plume,n,mean_value,sd
KAHO,5/15/2008,2008.375,2008,0.375,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.653666667,0.164101595
KAHO,5/15/2008,2008.375,2008,0.375,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.799333333,0.177967225
KAHO,5/15/2008,2008.375,2008,0.375,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.069666667,0.011718931
KAHO,5/15/2008,2008.375,2008,0.375,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.656333333,0.246000678
KAHO,5/15/2008,2008.375,2008,0.375,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.939666667,0.158272971
KAHO,5/15/2008,2008.375,2008,0.375,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.069666667,0.01530795
KAHO,5/15/2008,2008.375,2008,0.375,TKAHO0120080515,Temporary,Anchialine,Central,HA_Kaloko_011,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.700333333,0.105850524
KAHO,5/15/2008,2008.375,2008,0.375,TKAHO0120080515,Temporary,Anchialine,Central,HA_Kaloko_011,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.956666667,0.117738411
KAHO,5/15/2008,2008.375,2008,0.375,TKAHO0120080515,Temporary,Anchialine,Central,HA_Kaloko_011,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.076333333,0.008962886
KAHO,5/15/2008,2008.375,2008,0.375,TKAHO0220080515,Temporary,Anchialine,Central,HA_Honoko_029,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.498666667,0.052080067
KAHO,5/15/2008,2008.375,2008,0.375,TKAHO0220080515,Temporary,Anchialine,Central,HA_Honoko_029,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.974666667,0.38840357
KAHO,5/15/2008,2008.375,2008,0.375,TKAHO0220080515,Temporary,Anchialine,Central,HA_Honoko_029,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.06,0.006557439
KAHO,10/27/2008,2008.875,2008,0.875,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.554,0.115831775
KAHO,10/27/2008,2008.875,2008,0.875,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.633333333,0.171608081
KAHO,10/27/2008,2008.875,2008,0.875,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.060333333,0.005033223
KAHO,10/27/2008,2008.875,2008,0.875,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.803666667,0.152791797
KAHO,10/27/2008,2008.875,2008,0.875,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.919666667,0.195709819
KAHO,10/27/2008,2008.875,2008,0.875,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.086666667,0.010692677
KAHO,10/27/2008,2008.875,2008,0.875,TKAHO0120081027,Temporary,Anchialine,Central,HA_Kaloko_009,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.825666667,0.157335099
KAHO,10/27/2008,2008.875,2008,0.875,TKAHO0120081027,Temporary,Anchialine,Central,HA_Kaloko_009,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.902333333,0.164925236
KAHO,10/27/2008,2008.875,2008,0.875,TKAHO0120081027,Temporary,Anchialine,Central,HA_Kaloko_009,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.072333333,0.009609024
KAHO,10/27/2008,2008.875,2008,0.875,TKAHO0720081027,Temporary,Anchialine,Central,HA_Kaloko_066,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.856333333,0.088047336
KAHO,10/27/2008,2008.875,2008,0.875,TKAHO0720081027,Temporary,Anchialine,Central,HA_Kaloko_066,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,1.036,0.111301393
KAHO,10/27/2008,2008.875,2008,0.875,TKAHO0720081027,Temporary,Anchialine,Central,HA_Kaloko_066,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.078666667,0.002516611
KAHO,2/26/2009,2009.125,2009,0.125,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.580333333,0.066335008
KAHO,2/26/2009,2009.125,2009,0.125,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.701,0.048774994
KAHO,2/26/2009,2009.125,2009,0.125,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.056666667,0.003785939
KAHO,2/26/2009,2009.125,2009,0.125,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.7925,0.146764812
KAHO,2/26/2009,2009.125,2009,0.125,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.956,0.165805579
KAHO,2/26/2009,2009.125,2009,0.125,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.085633333,0.01227124
KAHO,2/26/2009,2009.125,2009,0.125,TKAHO0120090226,Temporary,Anchialine,Central,HA_Kaloko_013,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.775333333,0.088274194
KAHO,2/26/2009,2009.125,2009,0.125,TKAHO0120090226,Temporary,Anchialine,Central,HA_Kaloko_013,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.886666667,0.081445278
KAHO,2/26/2009,2009.125,2009,0.125,TKAHO0120090226,Temporary,Anchialine,Central,HA_Kaloko_013,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.066333333,0.010263203
KAHO,2/26/2009,2009.125,2009,0.125,TKAHO0220090226,Temporary,Anchialine,Central,HA_Kaloko_032,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.499666667,0.072231111
KAHO,2/26/2009,2009.125,2009,0.125,TKAHO0220090226,Temporary,Anchialine,Central,HA_Kaloko_032,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.678,0.154171982
KAHO,2/26/2009,2009.125,2009,0.125,TKAHO0220090226,Temporary,Anchialine,Central,HA_Kaloko_032,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.051666667,0.008020806
KAHO,2/26/2009,2009.125,2009,0.125,TKAHO0420090226,Temporary,Anchialine,Central,HA_Kaloko_044,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.629666667,0.091391101
KAHO,2/26/2009,2009.125,2009,0.125,TKAHO0420090226,Temporary,Anchialine,Central,HA_Kaloko_044,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.712333333,0.096458972
KAHO,2/26/2009,2009.125,2009,0.125,TKAHO0420090226,Temporary,Anchialine,Central,HA_Kaloko_044,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.066,0.006928203
KAHO,4/28/2009,2009.375,2009,0.375,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.781,0.115364639
KAHO,4/28/2009,2009.375,2009,0.375,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.889333333,0.183481153
KAHO,4/28/2009,2009.375,2009,0.375,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.069666667,0.007234178
KAHO,4/28/2009,2009.375,2009,0.375,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.841333333,0.21894596
KAHO,4/28/2009,2009.375,2009,0.375,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.968666667,0.208847632
KAHO,4/28/2009,2009.375,2009,0.375,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.079666667,0.017214335
KAHO,4/28/2009,2009.375,2009,0.375,TKAHO0420090428,Temporary,Anchialine,Central,HA_Kaloko_053B,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.589333333,0.0521664
KAHO,4/28/2009,2009.375,2009,0.375,TKAHO0420090428,Temporary,Anchialine,Central,HA_Kaloko_053B,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.697,0.119616052
KAHO,4/28/2009,2009.375,2009,0.375,TKAHO0420090428,Temporary,Anchialine,Central,HA_Kaloko_053B,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.059,0.014525839
KAHO,4/28/2009,2009.375,2009,0.375,TKAHO0520090428,Temporary,Anchialine,Central,HA_Kaloko_053E,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.862333333,0.096027774
KAHO,4/28/2009,2009.375,2009,0.375,TKAHO0520090428,Temporary,Anchialine,Central,HA_Kaloko_053E,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,1.031,0.102679112
KAHO,4/28/2009,2009.375,2009,0.375,TKAHO0520090428,Temporary,Anchialine,Central,HA_Kaloko_053E,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.078666667,0.004932883
KAHO,7/24/2009,2009.625,2009,0.625,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.867666667,0.202247604
KAHO,7/24/2009,2009.625,2009,0.625,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.8781,0.230412955
KAHO,7/24/2009,2009.625,2009,0.625,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.070066667,0.012188656
KAHO,7/24/2009,2009.625,2009,0.625,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,1.1761,0.005424942
KAHO,7/24/2009,2009.625,2009,0.625,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,1.133666667,0.065607418
KAHO,7/24/2009,2009.625,2009,0.625,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.1019,0.002357965
KAHO,7/24/2009,2009.625,2009,0.625,TKAHO0120090724,Temporary,Anchialine,Central,HA_Honoko_021,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.766066667,0.278719327
KAHO,7/24/2009,2009.625,2009,0.625,TKAHO0120090724,Temporary,Anchialine,Central,HA_Honoko_021,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.7439,0.288910038
KAHO,7/24/2009,2009.625,2009,0.625,TKAHO0120090724,Temporary,Anchialine,Central,HA_Honoko_021,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.064266667,0.013922045
KAHO,7/24/2009,2009.625,2009,0.625,TKAHO0420090724,Temporary,Anchialine,Central,HA_Kaloko_009,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,1.009233333,0.028639891
KAHO,7/24/2009,2009.625,2009,0.625,TKAHO0420090724,Temporary,Anchialine,Central,HA_Kaloko_009,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,1.0359,0.04080049
KAHO,7/24/2009,2009.625,2009,0.625,TKAHO0420090724,Temporary,Anchialine,Central,HA_Kaloko_009,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.079466667,0.003082748
KAHO,7/24/2009,2009.625,2009,0.625,TKAHO0520090724,Temporary,Anchialine,Central,HA_Kaloko_012,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.948366667,0.012454049
KAHO,7/24/2009,2009.625,2009,0.625,TKAHO0520090724,Temporary,Anchialine,Central,HA_Kaloko_012,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.941266667,0.037325103
KAHO,7/24/2009,2009.625,2009,0.625,TKAHO0520090724,Temporary,Anchialine,Central,HA_Kaloko_012,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.0749,7.21E-04
KAHO,10/29/2009,2009.875,2009,0.875,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.752866667,0.229464187
KAHO,10/29/2009,2009.875,2009,0.875,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.770733333,0.246663381
KAHO,10/29/2009,2009.875,2009,0.875,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.086233333,0.008919828
KAHO,10/29/2009,2009.875,2009,0.875,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.975466667,0.112243055
KAHO,10/29/2009,2009.875,2009,0.875,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.975,0.107408519
KAHO,10/29/2009,2009.875,2009,0.875,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.114933333,0.006047589
KAHO,10/29/2009,2009.875,2009,0.875,TKAHO0120091029,Temporary,Anchialine,Central,HA_Honoko_020,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.974066667,0.025701621
KAHO,10/29/2009,2009.875,2009,0.875,TKAHO0120091029,Temporary,Anchialine,Central,HA_Honoko_020,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.927633333,0.01847169
KAHO,10/29/2009,2009.875,2009,0.875,TKAHO0120091029,Temporary,Anchialine,Central,HA_Honoko_020,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.101133333,0.003317127
KAHO,10/29/2009,2009.875,2009,0.875,TKAHO0420091029,Temporary,Anchialine,Central,HA_Kaloko_046,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.999733333,0.013927072
KAHO,10/29/2009,2009.875,2009,0.875,TKAHO0420091029,Temporary,Anchialine,Central,HA_Kaloko_046,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.984033333,0.019524429
KAHO,10/29/2009,2009.875,2009,0.875,TKAHO0420091029,Temporary,Anchialine,Central,HA_Kaloko_046,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.0995,0
KAHO,10/29/2009,2009.875,2009,0.875,TKAHO0520091029,Temporary,Anchialine,Central,HA_Kaloko_053H,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.9476,0.338877367
KAHO,10/29/2009,2009.875,2009,0.875,TKAHO0520091029,Temporary,Anchialine,Central,HA_Kaloko_053H,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.916233333,0.294881439
KAHO,10/29/2009,2009.875,2009,0.875,TKAHO0520091029,Temporary,Anchialine,Central,HA_Kaloko_053H,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.108433333,0.017564832
KAHO,1/19/2010,2010.125,2010,0.125,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.892333333,0.00321455
KAHO,1/19/2010,2010.125,2010,0.125,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.911666667,0.045280607
KAHO,1/19/2010,2010.125,2010,0.125,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.075333333,0.00305505
KAHO,1/19/2010,2010.125,2010,0.125,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,1.071,0.012288206
KAHO,1/19/2010,2010.125,2010,0.125,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,1.076333333,0.037607623
KAHO,1/19/2010,2010.125,2010,0.125,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.096666667,0.001527525
KAHO,1/19/2010,2010.125,2010,0.125,TKAHO0520100119,Temporary,Anchialine,Central,HA_Kaloko_050,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.907666667,0.043015501
KAHO,1/19/2010,2010.125,2010,0.125,TKAHO0520100119,Temporary,Anchialine,Central,HA_Kaloko_050,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.954333333,0.059534304
KAHO,1/19/2010,2010.125,2010,0.125,TKAHO0520100119,Temporary,Anchialine,Central,HA_Kaloko_050,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.067666667,0.002309401
KAHO,1/19/2010,2010.125,2010,0.125,TKAHO0620100119,Temporary,Anchialine,Central,HA_Kaloko_055,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.861,0.202659813
KAHO,1/19/2010,2010.125,2010,0.125,TKAHO0620100119,Temporary,Anchialine,Central,HA_Kaloko_055,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.859333333,0.206000809
KAHO,1/19/2010,2010.125,2010,0.125,TKAHO0620100119,Temporary,Anchialine,Central,HA_Kaloko_055,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.066666667,0.021825062
KAHO,1/19/2010,2010.125,2010,0.125,TKAHO0720100119,Temporary,Anchialine,Central,HA_Kaloko_057E,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.988,0.002
KAHO,1/19/2010,2010.125,2010,0.125,TKAHO0720100119,Temporary,Anchialine,Central,HA_Kaloko_057E,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.984333333,0.027736859
KAHO,1/19/2010,2010.125,2010,0.125,TKAHO0720100119,Temporary,Anchialine,Central,HA_Kaloko_057E,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.069666667,0.001154701
KAHO,4/14/2010,2010.375,2010,0.375,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.781666667,0.127347294
KAHO,4/14/2010,2010.375,2010,0.375,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.758333333,0.163732505
KAHO,4/14/2010,2010.375,2010,0.375,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.071333333,0.007371115
KAHO,4/14/2010,2010.375,2010,0.375,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.882,0.185210691
KAHO,4/14/2010,2010.375,2010,0.375,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.847,0.157248211
KAHO,4/14/2010,2010.375,2010,0.375,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.086333333,0.010598742
KAHO,4/14/2010,2010.375,2010,0.375,TKAHO0120100414,Temporary,Anchialine,Central,HA_Kaloko_067,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.839333333,0.163429903
KAHO,4/14/2010,2010.375,2010,0.375,TKAHO0120100414,Temporary,Anchialine,Central,HA_Kaloko_067,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.848333333,0.161171751
KAHO,4/14/2010,2010.375,2010,0.375,TKAHO0120100414,Temporary,Anchialine,Central,HA_Kaloko_067,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.082333333,0.007371115
KAHO,4/14/2010,2010.375,2010,0.375,TKAHO0220100414,Temporary,Anchialine,Central,HA_Kaloko_062,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.824333333,0.161963988
KAHO,4/14/2010,2010.375,2010,0.375,TKAHO0220100414,Temporary,Anchialine,Central,HA_Kaloko_062,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.843333333,0.147892979
KAHO,4/14/2010,2010.375,2010,0.375,TKAHO0220100414,Temporary,Anchialine,Central,HA_Kaloko_062,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.068,0.011532563
KAHO,4/14/2010,2010.375,2010,0.375,TKAHO0420100414,Temporary,Anchialine,Central,HA_Kaloko_061,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.712333333,0.019295941
KAHO,4/14/2010,2010.375,2010,0.375,TKAHO0420100414,Temporary,Anchialine,Central,HA_Kaloko_061,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.720333333,0.027592269
KAHO,4/14/2010,2010.375,2010,0.375,TKAHO0420100414,Temporary,Anchialine,Central,HA_Kaloko_061,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.072666667,5.77E-04
KAHO,7/16/2010,2010.625,2010,0.625,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.807666667,0.159104787
KAHO,7/16/2010,2010.625,2010,0.625,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.839333333,0.107908912
KAHO,7/16/2010,2010.625,2010,0.625,FKAHO01_ap,Fixed,Anchialine,Central,HA_Kaloko_005,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.088,0.008
KAHO,7/16/2010,2010.625,2010,0.625,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,NO3,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.673,0.04330127
KAHO,7/16/2010,2010.625,2010,0.625,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,TDN,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.720666667,0.037527767
KAHO,7/16/2010,2010.625,2010,0.625,FKAHO02_ap,Fixed,Anchialine,Central,HA_Kaloko_016,TDP,mg/l      ,Surface,PACNEPSC,NA,0,0,3,0.111333333,0.010016653
